subject,predicate,object,metadata
Samuel,is healed with help of,rebels,"Woods Runner is 2010 young adult novel by Gary Paulsen that takes place during year 1776. It is about 13-year-old boy named Samuel living during Revolutionary War whose house is burnt down by British soldiers. When Samuel investigates scene of devastation, he finds dead bodies, none of bodies were his parents. The parents were not killed because one of officer wanted somebody to play with in chess. Samuel starts journey to find his parents in New York gets hit in head with tomahawk with help of rebels is healed."
Samuel,saves,little girl named Annie,"Woods Runner is 2010 young adult novel by Gary Paulsen that takes place during year 1776. It is about 13-year-old boy named Samuel living during Revolutionary War whose house is burnt down by British soldiers. When Samuel investigates scene of devastation, he finds dead bodies, none of bodies were his parents. The parents were not killed because one of officer wanted somebody to play with in chess. Samuel starts journey to find his parents in New York gets hit in head with tomahawk with help of rebels is healed. Before Samuel finds his parents is able to save them with help of man named Abner he saves little girl named Annie takes her with him on his journey."
Samuel's family,adopts Annie as their own daughter,Annie,"Woods Runner is 2010 young adult novel by Gary Paulsen that takes place during year 1776. It is about 13-year-old boy named Samuel living during Revolutionary War whose house is burnt down by British soldiers. When Samuel investigates scene of devastation, he finds dead bodies, none of bodies were his parents. The parents were not killed because one of officer wanted somebody to play with in chess. Samuel starts journey to find his parents in New York gets hit in head with tomahawk with help of rebels is healed. Before Samuel finds his parents is able to save them with help of man named Abner he saves little girl named Annie takes her with him on his journey. Samuel's family then adopts Annie as their own daughter."
Samuel,decides to go to war,returns home,"Woods Runner is 2010 young adult novel by Gary Paulsen that takes place during year 1776. It is about 13-year-old boy named Samuel living during Revolutionary War whose house is burnt down by British soldiers. When Samuel investigates scene of devastation, he finds dead bodies, none of bodies were his parents. The parents were not killed because one of officer wanted somebody to play with in chess. Samuel starts journey to find his parents in New York gets hit in head with tomahawk with help of rebels is healed. Before Samuel finds his parents is able to save them with help of man named Abner he saves little girl named Annie takes her with him on his journey. Samuel's family then adopts Annie as their own daughter. The novel ends by saying that Samuel decided to go to war returned home after man who had helped him earlier died."
Malinda Blalock,was,female soldier during American Civil War,"Malinda Blalock Sarah Malinda Pritchard Blalock ( March 10 , 1839 or 1842 , Avery County , North Carolina \u2013 March 9 , 1901 or 1903 , Watauga County , North Carolina ) was female soldier during American Civil War . Despite originally being sympathizer for right of secession , she fought bravely on both sides ."
Malinda Blalock,fought bravely on,both sides,"Malinda Blalock Sarah Malinda Pritchard Blalock ( March 10 , 1839 or 1842 , Avery County , North Carolina \u2013 March 9 , 1901 or 1903 , Watauga County , North Carolina ) was female soldier during American Civil War . Despite originally being sympathizer for right of secession , she fought bravely on both sides ."
Technically it is action film,with high level of,kung fu fighting,"Technically it is action film with high level of kung fu fighting, it is also romantic comedy that relies on slap-stick."
Technically it is action film,also,romantic comedy,"Technically it is action film with high level of kung fu fighting, it is also romantic comedy that relies on slap-stick."
Samuel Gardner House,is,historic colonial American house,"The Samuel Gardner House is historic colonial American house at 1035 Gardners Neck Road in Swansea, Massachusetts."
Samuel Gardner House,is located at,"1035 Gardners Neck Road in Swansea, Massachusetts","The Samuel Gardner House is historic colonial American house at 1035 Gardners Neck Road in Swansea, Massachusetts."
Samuel Gardner House,was built by,Samuel Gardner,"This 1-12 story wood frame gambrel-roofed house was built c. 1768 by Samuel Gardner, whose father (also named Samuel) was first English colonist to settle Gardners Neck after its purchase from local Native Americans."
Samuel Gardner House,was built around,c. 1768,"This 1-12 story wood frame gambrel-roofed house was built c. 1768 by Samuel Gardner, whose father (also named Samuel) was first English colonist to settle Gardners Neck after its purchase from local Native Americans."
Samuel Gardner House,has,gambrel-roof,"This 1-12 story wood frame gambrel-roofed house was built c. 1768 by Samuel Gardner, whose father (also named Samuel) was first English colonist to settle Gardners Neck after its purchase from local Native Americans."
Samuel Gardner House,is a,18th century farmhouse,It is well-preserved 18th century farmhouse.
Boston Beer Company,is,brewer,Boston Beer Company is brewer founded in 1984.
Boston Beer Company,was founded in,1984,Boston Beer Company is brewer founded in 1984.
Boston Beer Company,first brand of beer,Samuel Adams,"Boston Beer Company\u2019s first brand of beer was named Samuel Adams (often shortened to Sam Adams) after Founding Father Samuel Adams, American revolutionary patriot."
Boston Beer Company,launched,Angry Orchard brand hard ciders,The company launched Angry Orchard brand hard ciders in 2012.
Samuel Adams,is,Founding Father,"Boston Beer Company\u2019s first brand of beer was named Samuel Adams (often shortened to Sam Adams) after Founding Father Samuel Adams, American revolutionary patriot."
Samuel Adams,is,American revolutionary patriot,"Boston Beer Company\u2019s first brand of beer was named Samuel Adams (often shortened to Sam Adams) after Founding Father Samuel Adams, American revolutionary patriot."
The Rats,were formed by,Fred Cole,"The Rats were American garage punk band from Portland, Oregon, formed by Fred Cole previously of garage rock band, The Lollipop Shoppe."
Fred Cole,played,guitar and sang,"Cole played guitar sang, his wife, Toody played bass sang, initially Rod Rat played drums."
Tricky,produced tracks on,their debut album,"One of their members, Mark Porter, is cousin of Tricky, who produced some tracks on their debut album."
Mister Behavior,was inspired by,Late Night Antics,"Their song Late Night Antics inspired New Jersey rock band to call themselves Mister Behavior, persona mentioned in song."
The Royal Teens,was formed in,1956,"The Royal Teens was New Jersey rock roll band that formed in 1956, which was composed of Bob Gaudio on piano, Tom Austin on drums, Billy Dalton on guitar, Billy Crandall on saxophone."
The Royal Teens,is best known for,Short Shorts,"The group is best known for its single Short Shorts, which was 3 hit in United States in 1958."
Short Shorts,was a hit in,United States in 1958,"The Royal Teens, which was best known for its single Short Shorts, which was 3 hit in United States in 1958."
Short Shorts,followed by,1959s Believe Me,"They never recorded album, broke up in 1965. The follow-up single, 1959s Believe Me, hit 26. They never recorded album, broke up in 1965."
Frankie LaRocka,was born,"April 17, 1954","Frankie LaRocka (April 17, 1954 \u2013 May 12, 2005) , born Frank LaRocca, was American rock musician producer. He was member of Scandal, playing drums on their debut EP, , at various stages, played drums with Bon Jovi, David Johansen, Bryan Adams, John Waite. In 1990s, he became AR man producer with his most notable work being with Spin Doctors on their breakthrough album Pocket Full of Kryptonite."
Scandal,had Frankie LaRocka as member,playing drums on their debut EP,"Frankie LaRocka, who was member of Scandal, playing drums on their debut EP, at various stages, played drums with Bon Jovi, David Johansen, Bryan Adams, John Waite. In 1990s, he became AR man producer with his most notable work being with Spin Doctors on their breakthrough album Pocket Full of Kryptonite."
Frankie LaRocka,played drums with,Bon Jovi,"Frankie LaRocka, who was member of Scandal, playing drums on their debut EP, at various stages, played drums with Bon Jovi, David Johansen, Bryan Adams, John Waite. In 1990s, he became AR man producer with his most notable work being with Spin Doctors on their breakthrough album Pocket Full of Kryptonite."
Frankie LaRocka,played drums with,David Johansen,"Frankie LaRocka, who was member of Scandal, playing drums on their debut EP, at various stages, played drums with Bon Jovi, David Johansen, Bryan Adams, John Waite. In 1990s, he became AR man producer with his most notable work being with Spin Doctors on their breakthrough album Pocket Full of Kryptonite."
Frankie LaRocka,played drums with,Bryan Adams,"Frankie LaRocka, who was member of Scandal, playing drums on their debut EP, at various stages, played drums with Bon Jovi, David Johansen, Bryan Adams, John Waite. In 1990s, he became AR man producer with his most notable work being with Spin Doctors on their breakthrough album Pocket Full of Kryptonite."
Frankie LaRocka,played drums with,John Waite,"Frankie LaRocka, who was member of Scandal, playing drums on their debut EP, at various stages, played drums with Bon Jovi, David Johansen, Bryan Adams, John Waite. In 1990s, he became AR man producer with his most notable work being with Spin Doctors on their breakthrough album Pocket Full of Kryptonite."
Frankie LaRocka,became AR man producer with,Spin Doctors,"In 1990s, he became AR man producer with his most notable work being with Spin Doctors on their breakthrough album Pocket Full of Kryptonite."
Spin Doctors,had Frankie LaRocka as producer,on their breakthrough album,"In 1990s, he became AR man producer with his most notable work being with Spin Doctors on their breakthrough album Pocket Full of Kryptonite."
Myrsine,is a genus of,flowering plants,Myrsine is genus of flowering plants in family Primulaceae.
