subject,predicate,object,metadata
Indian team,arrived in Sri Lanka on,4 August 2015,The Indian team arrived in Sri Lanka on 4 August 2015
England,were captained by,Tony Lewis,England were captained by Tony Lewis .
Sri Lanka national cricket team,was not Test-qualified at that time,played single first-class match against MCC in Colombo,The Sri Lanka national cricket team was not Test-qualified at that time played single first-class match against MCC in Colombo .
MCC,played four matches in Sri Lanka,two of which were in game,"Having left India in February , MCC played four matches in Sri Lanka , two of which were in game , where they chased 222 runs won match by 4 wickets ."
MCC,chased 222 runs won match by 4 wickets,played against Sri Lanka,"Having left India in February , MCC played four matches in Sri Lanka , two of which were in game , where they chased 222 runs won match by 4 wickets ."
MCC,played two matches in game in Sri Lanka,played against Sri Lanka,"Having left India in February , MCC played four matches in Sri Lanka , two of which were in game , where they chased 222 runs won match by 4 wickets ."
MCC,played last group match against South Africa,played against South Africa,"Having left India in February , MCC played four matches in Sri Lanka , two of which were in game , where they chased 222 runs won match by 4 wickets ."
South Africa,was at 2296 when rain came,played against Sri Lanka,"Last group match was against South Africa , Sri Lanka batted first scored 2689 . South Africa was at 2296 when rain came ."
Match,was tied according to Duckworth\u2013Lewis method,played between MCC and South Africa,"According to Duckworth\u2013Lewis method , match was tied ."
Sri Lanka,reached top of Pool B,selected for quarterfinals,"Finally , Sri Lanka reached top of Pool B , selected for quarterfinals ."
Australia,lost to Sri Lanka in quarterfinals,played against Sri Lanka in quarterfinals,"In quarterfinals , they lost to Australia India , only won over Zimbabwe ."
Sri Lanka,lost to India in quarterfinals,played against India in quarterfinals,"In quarterfinals , they lost to Australia India , only won over Zimbabwe ."
Sri Lanka,won over Zimbabwe in quarterfinals,played against Zimbabwe in quarterfinals,"In quarterfinals , they lost to Australia India , only won over Zimbabwe ."
Kenya,recorded first semi-final occasion in history,played against Sri Lanka in semi-finals,"This result gave them fourth place in standings , where Kenya recorded first semi-final occasion in history ."
Sri Lanka semi-final,was against Australia,played against Australia in semi-finals,Sri Lankas semi-final was against Australia .
Chandimal,scored 55 in first innings,played against Australia in semi-finals,"In match , Chandimal scored 55 in first innings , which is recorded as highest test score by debut captain in first innings for Sri Lanka as well ."
Sri Lanka,won match by 4 wickets at end,played against Australia in semi-finals,"Sri Lanka won match by 4 wickets at end , by chasing massive total of 388 runs ."
Sri Lanka,won match by chasing massive total of 388 runs,played against Australia in semi-finals,"Sri Lanka won match by 4 wickets at end , by chasing massive total of 388 runs ."
Sri Lanka,recorded as best chase by Sri Lanka in Tests,played against Australia in semi-finals,This chase was recorded as best chase by Sri Lanka in Tests best successful chase in Asia .
Sri Lanka,recorded as highest test score by debut captain in first innings for Sri Lanka,played against Australia in semi-finals,"In match , Chandimal scored 55 in first innings , which is recorded as highest test score by debut captain in first innings for Sri Lanka as well ."
Chandimal,recorded as highest test score by debut captain in first innings for Sri Lanka,scored 55 in first innings,"In match , Chandimal scored 55 in first innings , which is recorded as highest test score by debut captain in first innings for Sri Lanka as well ."
Sri Lanka,won match by,4 wickets at end,"Sri Lanka won match by 4 wickets at end , by chasing massive total of 388 runs . This chase was recorded as best chase by Sri Lanka in Tests best successful chase in Asia . However , prior to India tour , Chandimal was contracted pneumonia ruled out of first test . Rangana Herath was appointed as stand-in captain in first match . However , The second Test match was played as daynight fixture , first daynight Test for Sri Lanka . Sri Lanka won Test series 2\u20130 . It was Pakistans first whitewash in United Arab Emirates , only their second whitewash in home series , after losing 3\u20130 to Australia in October 2002 . Pakistan won ODI series 5\u20130 . Sri Lanka became first side to be whitewashed 5\u20130 three times in ODIs in same calendar year , after previously losing to South Africa in January India in August . In August 2017 , Thilanga Sumathipala , president of Sri Lanka Cricket , said that highest team total in that time by scoring 3985 , Aravinda again played gem of inning with 145 runs . This score was highest score by Sri Lankan player in World Cup ."
Sri Lanka,chased total of 388 runs,by 4 wickets at end,"Sri Lanka won match by 4 wickets at end , by chasing massive total of 388 runs . This chase was recorded as best chase by Sri Lanka in Tests best successful chase in Asia . However , prior to India tour , Chandimal was contracted pneumonia ruled out of first test . Rangana Herath was appointed as stand-in captain in first match . However , The second Test match was played as daynight fixture , first daynight Test for Sri Lanka . Sri Lanka won Test series 2\u20130 . It was Pakistans first whitewash in United Arab Emirates , only their second whitewash in home series , after losing 3\u20130 to Australia in October 2002 . Pakistan won ODI series 5\u20130 . Sri Lanka became first side to be whitewashed 5\u20130 three times in ODIs in same calendar year , after previously losing to South Africa in January India in August . In August 2017 , Thilanga Sumathipala , president of Sri Lanka Cricket , said that highest team total in that time by scoring 3985 , Aravinda again played gem of inning with 145 runs . This score was highest score by Sri Lankan player in World Cup ."
Sri Lanka,won Test series 2\u20130,by 4 wickets at end,"Sri Lanka won match by 4 wickets at end , by chasing massive total of 388 runs . This chase was recorded as best chase by Sri Lanka in Tests best successful chase in Asia . However , prior to India tour , Chandimal was contracted pneumonia ruled out of first test . Rangana Herath was appointed as stand-in captain in first match . However , The second Test match was played as daynight fixture , first daynight Test for Sri Lanka . Sri Lanka won Test series 2\u20130 . It was Pakistans first whitewash in United Arab Emirates , only their second whitewash in home series , after losing 3\u20130 to Australia in October 2002 . Pakistan won ODI series 5\u20130 . Sri Lanka became first side to be whitewashed 5\u20130 three times in ODIs in same calendar year , after previously losing to South Africa in January India in August . In August 2017 , Thilanga Sumathipala , president of Sri Lanka Cricket , said that highest team total in that time by scoring 3985 , Aravinda again played gem of inning with 145 runs . This score was highest score by Sri Lankan player in World Cup ."
India,won,series 5\u20130,India won series 5\u20130 their fourth 5-0 whitewash in ODI history
India,whitewash in,ODI history,India won series 5\u20130 their fourth 5-0 whitewash in ODI history
Sri Lanka,lost,0-5 whitewash,It is also Sri Lankas first 0-5 whitewash loss
Rohit Sharma,scored,264 runs,"In fourth ODI match , Indian batsman Rohit Sharma scored 264 , setting new record for highest score 71 runs"
Rohit Sharma,set record for highest score,264 runs,"In fourth ODI match , Indian batsman Rohit Sharma scored 264 , setting new record for highest score 71 runs"
India,won,match with 17 balls remaining,"Sri Lanka qualified for final with India . Sri Lanka batted first scored 204 runs , where India won match by 7 wicket with 17 balls remaining"
Sri Lanka,qualified for,final with India .,Sri Lanka qualified for final with India .
Sri Lanka,qualified for,Asia Cup finals,This was Indias third Asia Cup title Sri Lankas third consecutive appearance in Asia Cup finals
1995 Pepsi Asia Cup,held in,UAE,The 1995 Pepsi Asia Cup was held in UAE with participation of four cricketing nations of subcontinent
Arjuna Ranatunga,captained,team in 1995 Pepsi Asia Cup,"Arjuna Ranatunga captained team . Against Bangladesh , Sri Lanka scored 233 runs due to fifties from Sanath Jayasuriya Aravinda de Silva"
Sanath Jayasuriya,scored fifties for,Sri Lanka in 1995 Pepsi Asia Cup,"Arjuna Ranatunga captained team . Against Bangladesh , Sri Lanka scored 233 runs due to fifties from Sanath Jayasuriya Aravinda de Silva"
Aravinda de Silva,scored fifties for,Sri Lanka in 1995 Pepsi Asia Cup,"Arjuna Ranatunga captained team . Against Bangladesh , Sri Lanka scored 233 runs due to fifties from Sanath Jayasuriya Aravinda de Silva"
Bangladesh team,out for 183 runs,In second innings after Indias huge 375 runs,"In second innings after Indias huge 375 runs , Sri Lanka were all out for 367 runs courtesy of Chandimals brilliant knock of unbeaten 162 runs"
Chandimala,scored unbeaten 162 runs,In second innings after Indias huge 375 runs,"In second innings after Indias huge 375 runs , Sri Lanka were all out for 367 runs courtesy of Chandimals brilliant knock of unbeaten 162 runs"
Chandimala,scored for,Sri Lanka in second innings after Indias huge 375 runs,"In second innings after Indias huge 375 runs , Sri Lanka were all out for 367 runs courtesy of Chandimals brilliant knock of unbeaten 162 runs"
Sri Lanka,toured,Australia,Following this Sri Lanka toured Australia for two Test matches they lost them both to lose series 2\u20130 .
Sri Lanka,lost,series against Australia,Following this Sri Lanka toured Australia for two Test matches they lost them both to lose series 2\u20130 .
Bayliss,won,series in charge of team,Bayliss won his first series in charge of team after beating England 1\u20130 in three match Test series in Sri Lanka .
Bayliss,beat,England,Bayliss won his first series in charge of team after beating England 1\u20130 in three match Test series in Sri Lanka .
Sri Lanka,lost,ODI series against Australia,"However , they went on to lose ODI series 3\u20132 ."
Sri Lanka,played,ODI matches,"As of 10 July 2018 , Sri Lanka have played 816 ODI matches , winning 376 matches losing 399 they also tied 5 matches , whilst 36 had no result ."
Sri Lanka,won,T20I matches,"From 8 July 2017 to 23 October 2017 , Sri Lanka lost twelve consecutive ODI matches , which is their second longest losing run in ODIs . In meantime , Sri Lanka involved 5-0 whitewash in three times against South Africa , India Pakistan in 2017 . Sri ( against Sri Lanka ) in group phase . India played against Pakistan in quarter-final phase . Kumble picked up 3 for 48 in match which India eventually won ."
Sri Lanka,lost,consecutive ODI matches,"From 8 July 2017 to 23 October 2017 , Sri Lanka lost twelve consecutive ODI matches , which is their second longest losing run in ODIs . In meantime , Sri Lanka involved 5-0 whitewash in three times against South Africa , India Pakistan in 2017 . Sri ( against Sri Lanka ) in group phase . India played against Pakistan in quarter-final phase . Kumble picked up 3 for 48 in match which India eventually won ."
Sri Lanka,played,group phase,Sri ( against Sri Lanka ) in group phase . India played against Pakistan in quarter-final phase . Kumble picked up 3 for 48 in match which India eventually won .
Sri Lanka,involved in,whitewash,"In meantime , Sri Lanka involved 5-0 whitewash in three times against South Africa , India Pakistan in 2017 ."
Sri Lanka,played against,South Africa,"In meantime , Sri Lanka involved in 5-0 whitewash in three times against South Africa , India Pakistan in 2017 ."
Sri Lanka,played against,India,"In meantime , Sri Lanka involved in 5-0 whitewash in three times against South Africa , India Pakistan in 2017 ."
Sri Lanka,played against,Pakistan,"In meantime , Sri Lanka involved in 5-0 whitewash in three times against South Africa , India Pakistan in 2017 ."
Sri Lanka,qualified for,1979 cricket World Cup,"The victory meant Sri Lanka qualified for 1979 cricket World Cup , , surprisingly , Sri Lanka won one match in that tournament as well ."
Dias,scored,50 runs,"Dias made patient 50 as Sri Lanka made their way to 238 for 5 , before bowling India out for meagre 191 ."
Dias,bowled out,India,"Dias made patient 50 as Sri Lanka made their way to 238 for 5 , before bowling India out for meagre 191 ."
Dias,bowled,India out for meagre 191,"Dias made patient 50 as Sri Lanka made their way to 238 for 5 , before bowling India out for meagre 191 ."
Dias,dismissed for duck by,Bob Willis,"Dias made patient 50 as Sri Lanka made their way to 238 for 5 , before bowling India out for meagre 191 . He had difficult start , being dismissed for duck by Bob Willis as Sri Lanka against South Africa on 22 January 2017 , taking wicket with his first delivery ."
Dias,took wicket with first delivery,Bob Willis,"Dias made patient 50 as Sri Lanka made their way to 238 for 5 , before bowling India out for meagre 191 . He had difficult start , being dismissed for duck by Bob Willis as Sri Lanka against South Africa on 22 January 2017 , taking wicket with his first delivery ."
Sandakan,took four wickets in match,Zimbabwe,"On 2 July 2017 , Sandakan was brought into second ODI match against Zimbabwe . Sandakan took four wickets in match , which Sri Lanka won by 7 wickets . He was adjudged his first man of match award for bowling performance ."
Sandakan,took first five-wicket haul on day two of third Test,India at Pallekele International Stadium,"He took his first five-wicket haul on day two of third Test against India at Pallekele International Stadium . He became first chinaman bowler for Sri Lanka to take five-wicket haul in strong note with match winning 77 runs off 55 balls , where Sri Lanka won match by 6 wickets ."
Sandakan,took first five-wicket haul in strong note with match winning 77 runs off 55 balls,Pallekele International Stadium,"He took his first five-wicket haul on day two of third Test against India at Pallekele International Stadium . He became first chinaman bowler for Sri Lanka to take five-wicket haul in strong note with match winning 77 runs off 55 balls , where Sri Lanka won match by 6 wickets ."
Perera,adjudged man of match for performance,Pallekele International Stadium,"He took his first five-wicket haul on day two of third Test against India at Pallekele International Stadium . He became first chinaman bowler for Sri Lanka to take five-wicket haul in strong note with match winning 77 runs off 55 balls , where Sri Lanka won match by 6 wickets . Perera adjudged man of match for his performance ."
India,beat,England,"India beat England by 5 runs at Edgbaston , winning their second title"
India,won,second title,"India beat England by 5 runs at Edgbaston , winning their second title"
India,first title,shared with Sri Lanka,"although their first title , in 2002 , was shared with Sri Lanka due to final being washed out"
Ravindra Jadeja,adjudged,man of match,Ravindra Jadeja was adjudged man of match he also received Golden Ball for taking most Tri-Series in Bangladesh in 2009\u201310
Ravindra Jadeja,received,Golden Ball,Ravindra Jadeja was adjudged man of match he also received Golden Ball for taking most Tri-Series in Bangladesh in 2009\u201310
Golden Ball,for,taking most Tri-Series in Bangladesh in 2009\u201310,Ravindra Jadeja was adjudged man of match he also received Golden Ball for taking most Tri-Series in Bangladesh in 2009\u201310
Tri-Series in Bangladesh in 2009\u201310,was,One Day International cricket tournament for Idea Cup,The Tri-Series in Bangladesh in 2009\u201310 was One Day International cricket tournament for Idea Cup which was held in Bangladesh from 4 January to 13 January 2010
Tri-Series in Bangladesh in 2009\u201310,involved,national teams of India Sri Lanka Bangladesh,The Tri-Series in Bangladesh in 2009\u201310 was One Day International cricket tournament for Idea Cup which was held in Bangladesh from 4 January to 13 January 2010
Tri-Series in Bangladesh in 2009\u201310,won by,Sri Lanka,The tournament was won by Sri Lanka who defeated India in final match which was held on 13 January 2010
India,defeated in final match,Sri Lanka,The tournament was won by Sri Lanka who defeated India in final match which was held on 13 January 2010
India,key batsman Sachin Tendulkar opted out of tournament,to rest for tests against Bangladesh,India Indian teams key batsman Sachin Tendulkar opted out of tournament in order to rest for tests against Bangladesh which are scheduled to be held after this tournament
Sachin Tendulkar,will be,175 runs,India Indian teams key batsman Sachin Tendulkar opted out of tournament in order to rest for tests against Bangladesh which are scheduled to be held after this tournament
Sri Lanka,registered first ODI win against India,at Manchester England,"Sri Lanka registered their first ODI win against India at Manchester , England , on 16 June 1979"
Sri Lanka,played,816 ODI matches,"As of 10 July 2018 , Sri Lanka have played 816 ODI matches , winning 376 matches losing 399 they also tied 5 matches , whilst 36 had no result"
Sri Lanka,won,376 ODI matches,"As of 10 July 2018 , Sri Lanka have played 816 ODI matches , winning 376 matches losing 399 they also tied 5 matches , whilst 36 had no result"
Sri Lanka,lost,399 ODI matches,"As of 10 July 2018 , Sri Lanka have played 816 ODI matches , winning 376 matches losing 399 they also tied 5 matches , whilst 36 had no result"
Sri Lanka,tied,5 ODI matches,"As of 10 July 2018 , Sri Lanka have played 816 ODI matches , winning 376 matches losing 399 they also tied 5 matches , whilst 36 had no result"
Sri Lanka,had no result in,36 ODI matches,"As of 10 July 2018 , Sri Lanka have played 816 ODI matches , winning 376 matches losing 399 they also tied 5 matches , whilst 36 had no result"
Kumar Sangakkara,led,Sri Lankan side,"Kumar Sangakkara led Sri Lankan side . In group A , Sri Lanka played with Pakistan , Australia , New Zealand , Zimbabwe , Canada Kenya ."
Sri Lanka,played with,Pakistan,"In group A , Sri Lanka played with Pakistan , Australia , New Zealand , Zimbabwe , Canada Kenya ."
Sri Lanka,played with,Australia,"In group A , Sri Lanka played with Pakistan , Australia , New Zealand , Zimbabwe , Canada Kenya ."
Sri Lanka,played with,New Zealand,"In group A , Sri Lanka played with Pakistan , Australia , New Zealand , Zimbabwe , Canada Kenya ."
Sri Lanka,played with,Zimbabwe,"In group A , Sri Lanka played with Pakistan , Australia , New Zealand , Zimbabwe , Canada Kenya ."
Sri Lanka,played with,Canada,"In group A , Sri Lanka played with Pakistan , Australia , New Zealand , Zimbabwe , Canada Kenya ."
Sri Lanka,played with,Kenya,"In group A , Sri Lanka played with Pakistan , Australia , New Zealand , Zimbabwe , Canada Kenya ."
Sri Lanka,played against,Canada,They started off their tournament against minnows Canada .
Sri Lanka,won toss,elected to bat first,They won toss elected to bat first .
Canada,bowled well in early overs,did not get wicket,"Canada bowled well in early overs , did not get wicket , as openers Tharanga Dilshan reached 50 runs ."
Tharanga Dilshan,reached 50 runs,as openers,"When first wicket did fall , it was run-out 2002 ICC Champions Trophy finals between Sri Lanka India first semi final of 2011 ICC Cricket World Cup between Sri Lanka New Zealand . Also this is venue where highest Test score in history was recorded 953 by Sri Lanka against India . It has capacity exceeding Lords Cricket Ground . It is nicknamed Home of Sri Lankan cricket . The stadium is brainchild of late Sri Lankan president Ranasinghe Premadasa , who championed development of this 40,000-seater concrete bowl , biggest stadium in Sri Lanka . Opened on 2 February 1986 with match She secured her second player of match award in format with figures of 426 in match where West Indies comfortably defeated Sri Lanka by nine wickets . In T20Is series , West Indies won final against Sri Lanka with Mohammed taking five wickets across three matches ."
Sri Lanka,played against,West Indies,"In T20Is series , West Indies won final against Sri Lanka with Mohammed taking five wickets across three matches ."
Sri Lanka,played against,India,Also this is venue where highest Test score in history was recorded 953 by Sri Lanka against India .
West Indies,defeated,Sri Lanka,Opened on 2 February 1986 with match She secured her second player of match award with figures of 426 in match where West Indies defeated Sri Lanka by nine wickets
West Indies,won final against,Sri Lanka,"In T20Is series , West Indies won final against Sri Lanka with Mohammed taking five wickets across three matches"
Mohammed,took wickets in series,3 matches,"In T20Is series , West Indies won final against Sri Lanka with Mohammed taking five wickets across three matches"
England,won match by 158 runs,India national cricket team first competed in international cricket in 1932,"India national cricket team represents India in international cricket is full member of International Cricket Council with Test One Day International ( ODI ) status . They first competed in international cricket in 1932 , when they played against England in three-day Test match England won match by 158 runs ."
England,won match by,158 runs,"They first competed in international cricket in 1932 , when they played against England in three-day Test match England won match by 158 runs . Indias first Test series as Test innings . His figures did not held Sri Lanka to win match due to poor batting performances in both innings . India won match by innings 171 runs , whitewashed Sri Lanka for first time in tests as well . Sandakan played third Test against India at Delhi . Though he took four wickets in first innings , he conceded more than 100 runs to opposition . With few interruptions in test due to air pollution , match was ended quiet early in first two days . While batting , Sandakan helped skipper Dinesh Chandimal to reach his century in Colombo . Therefore , Sri Lanka played match with 10 players finally lost match by 304 runs . Finally , Gunaratne was dropped from whole India tour . Asela Gunaratne Downdegedara Asela Sampath Gunaratne , commonly known as Asela Gunaratne ( ) ( born 8 January 1986 ) is professional Sri Lankan cricketer , who plays all forms of game . Gunaratne is aggressive right-handed batsman who occasionally bowls part-time medium pace ."
England,played against,Sri Lanka,"They first competed in international cricket in 1932 , when they played against England in three-day Test match England won match by 158 runs . Indias first Test series as Test innings . His figures did not held Sri Lanka to win match due to poor batting performances in both innings . India won match by innings 171 runs , whitewashed Sri Lanka for first time in tests as well . Sandakan played third Test against India at Delhi . Though he took four wickets in first innings , he conceded more than 100 runs to opposition . With few interruptions in test due to air pollution , match was ended quiet early in first two days . While batting , Sandakan helped skipper Dinesh Chandimal to reach his century in Colombo . Therefore , Sri Lanka played match with 10 players finally lost match by 304 runs . Finally , Gunaratne was dropped from whole India tour . Asela Gunaratne Downdegedara Asela Sampath Gunaratne , commonly known as Asela Gunaratne ( ) ( born 8 January 1986 ) is professional Sri Lankan cricketer , who plays all forms of game . Gunaratne is aggressive right-handed batsman who occasionally bowls part-time medium pace ."
England,won match by innings 171 runs,India,"They first competed in international cricket in 1932 , when they played against England in three-day Test match England won match by 158 runs . Indias first Test series as Test innings . His figures did not held Sri Lanka to win match due to poor batting performances in both innings . India won match by innings 171 runs , whitewashed Sri Lanka for first time in tests as well . Sandakan played third Test against India at Delhi . Though he took four wickets in first innings , he conceded more than 100 runs to opposition . With few interruptions in test due to air pollution , match was ended quiet early in first two days . While batting , Sandakan helped skipper Dinesh Chandimal to reach his century in Colombo . Therefore , Sri Lanka played match with 10 players finally lost match by 304 runs . Finally , Gunaratne was dropped from whole India tour . Asela Gunaratne Downdegedara Asela Sampath Gunaratne , commonly known as Asela Gunaratne ( ) ( born 8 January 1986 ) is professional Sri Lankan cricketer , who plays all forms of game . Gunaratne is aggressive right-handed batsman who occasionally bowls part-time medium pace ."
Sri Lanka,won,three matches,"Sri Lanka won three matches while India won one in group stage , before India won final beating former by 6 runs ."
Sri Lanka,won,one match,"Sri Lanka won one match in group stage , before India won final beating former by 6 runs ."
Sri Lanka,won,final,Sri Lanka won the final beating former by 6 runs .
Sri Lanka,admitted by,International Cricket Council,"On 21 July 1981 , Sri Lanka was admitted by International Cricket Council as full member was awarded Test cricket status , becoming his maiden one day international century ( 148 ) in 2005 . After being given Test status , it hosted its first test match in November 2016 , between India England . India won match by 246 runs . The Stadium hosted its first T20I in February 2016 between India Sri Lanka , in Which Ravichandran Ashwin took 4 wickets for 8 runs in his 4 over spell bundling out Sri Lanka for 83 . The stadium also hosted IPL matches was home ground of Deccan Chargers in 2012 Sunrisers Hyderabad in 2015 along with Rising Pune Supergiants Mumbai Indians together in Sri Lanka won second One Day International , spectators rushed pitch lit bonfires in stands , celebrations went on into night . However , attendance at Test match was lower than expected , with about 10,000 spectators present at start . This was presumed to be due to high ticket prices television coverage . However , several dignitaries including President J. R. Jayewardene some government ministers were present at occasion ."
Sri Lanka,hosted first test match by,November 2016,"After being given Test status , it hosted its first test match in November 2016 , between India England . India won match by 246 runs . The Stadium hosted its first T20I in February 2016 between India Sri Lanka , in Which Ravichandran Ashwin took 4 wickets for 8 runs in his 4 over spell bundling out Sri Lanka for 83 . The stadium also hosted IPL matches was home ground of Deccan Chargers in 2012 Sunrisers Hyderabad in 2015 along with Rising Pune Supergiants Mumbai Indians together in Sri Lanka won second One Day International , spectators rushed pitch lit bonfires in stands , celebrations went on into night . However , attendance at Test match was lower than expected , with about 10,000 spectators present at start . This was presumed to be due to high ticket prices television coverage . However , several dignitaries including President J. R. Jayewardene some government ministers were present at occasion ."
Sri Lanka,won second One Day International by,Rising Pune Supergiants and Mumbai Indians together,"The stadium also hosted IPL matches was home ground of Deccan Chargers in 2012 Sunrisers Hyderabad in 2015 along with Rising Pune Supergiants Mumbai Indians together in Sri Lanka won second One Day International , spectators rushed pitch lit bonfires in stands , celebrations went on into night . However , attendance at Test match was lower than expected , with about 10,000 spectators present at start . This was presumed to be due to high ticket prices television coverage . However , several dignitaries including President J. R. Jayewardene some government ministers were present at occasion ."
Rising Pune Supergiants and Mumbai Indians together,hosted by,Sri Lanka,"The stadium also hosted IPL matches was home ground of Deccan Chargers in 2012 Sunrisers Hyderabad in 2015 along with Rising Pune Supergiants Mumbai Indians together in Sri Lanka won second One Day International , spectators rushed pitch lit bonfires in stands , celebrations went on into night . However , attendance at Test match was lower than expected , with about 10,000 spectators present at start . This was presumed to be due to high ticket prices television coverage . However , several dignitaries including President J. R. Jayewardene some government ministers were present at occasion ."
Rising Pune Supergiants and Mumbai Indians together,won second One Day International by,Rising Pune Supergiants and Mumbai Indians together,"The stadium also hosted IPL matches was home ground of Deccan Chargers in 2012 Sunrisers Hyderabad in 2015 along with Rising Pune Supergiants Mumbai Indians together in Sri Lanka won second One Day International , spectators rushed pitch lit bonfires in stands , celebrations went on into night . However , attendance at Test match was lower than expected , with about 10,000 spectators present at start . This was presumed to be due to high ticket prices television coverage . However , several dignitaries including President J. R. Jayewardene some government ministers were present at occasion ."
Sangakkara,was named,Player of Match,"Sangakkara was named Player of Match while Kohli was named Player of Tournament 2014 ICC World Twenty20 Knockouts The Knockout stage games three match ODI series The first first-class game was won by West Indies , with second being drawn , three ODIs all went way of visitors Kenya then played ODI triangular tournament in South Africa in October , playing against India hosts , picked up second ODI win over India Zimbabwe A toured Kenya towards end of year , losing first-class series 1\u20130 one-day series 3\u20132 Kenya toured Sri Lanka in early 2002 , playing three first-class three one-day matches against Sri Lanka A. Sri Lanka Maharoof toured India with Sri Lanka A team for tri-series with India A He took nine wickets in series at average of 11.77 , best average of tournament Maharoof was named Man of Match in tournaments final , which Sri Lanka A won A month later , Maharoof was appointed captain of Sri Lanka Under-19s for Under-19 World Cup He had some experience of leading teams , having captained school sides national youth sides ."
Maharoof,was appointed,captain of Sri Lanka Under-19s,"A month later , Maharoof was appointed captain of Sri Lanka Under-19s for Under-19 World Cup . He had some experience of leading teams , having captained school sides national youth sides . In one of matches , Maharoof scored 56 to help his team to victory over Australia Taylor Katherine Brunt . Following on from disappointment of not winning world Twenty20 , England headed to India for 2013 Womens Cricket World Cup , defending their 2009 title . England added Georgia Elwiss to their squad from World Twenty20 , were in Group A with Sri Lanka , West Indies hosts India . Englands tournament got off to disastrous start , losing thrilling match to unfancied Sri Lanka . Sarah Taylor , Laura Marsh Anya Shrubsole all missed game injured , Sri Lanka won toss inserted England to bat . The toss would prove crucial many"
Chimborazo,is,stratovolcano,Chimborazo ( ) is currently inactive stratovolcano in Cordillera Occidental range of Andes .
Chimborazo,is in,Cordillera Occidental of Andes,"Chimborazo is in Cordillera Occidental of Andes of central Ecuador , 150 km ( 93 mi ) south-southwest of or Vinces ."
Chimborazo,is in,Cordillera Occidental of Andes of central Ecuador,"Chimborazo is in Cordillera Occidental of Andes of central Ecuador , 150 km ( 93 mi ) south-southwest of or Vinces ."
Chimborazo,is highest mountain in,Ecuador,"With peak elevation of , Chimborazo is highest mountain in Ecuador ."
Chimborazo,is highest mountain in,Cordillera Occidental of Andes,"With peak elevation of , Chimborazo is highest mountain in Ecuador Andes north of Peru it is higher than any more northerly summit in Americas ."
Chimborazo,is highest mountain in,Cordillera Occidental of Andes of central Ecuador,"With peak elevation of , Chimborazo is highest mountain in Ecuador Andes north of Peru it is higher than any more northerly summit in Americas ."
Chimborazo summit,is fixed point on Earth,that has utmost distance from center,"The summit of Chimborazo is fixed point on Earth that has utmost distance from center \u2013 because of oblate spheroid shape of planet Earth , which is thicker around value of Earths radius may be approximated by average of these radii ."
Chimborazo summit,is measured from center outwards,highest point on Earth,"As result of Earths equatorial bulge , highest point on Earth , measured from center outwards , is peak of Mount Chimborazo in Ecuador rather than Mount Everest ."
Mount Chimborazo,is located in Ecuador,Ecuador's tallest mountain,"The summit of Chimborazo , Ecuadors tallest mountain , is usually considered to be farthest point from Earths centre , although southern summit of Perus tallest mountain , Huascarn , is another contender . Both have elevations above sea level more than less than that of Everest ."
Earth,is oblate spheroid,thicker around value of Earth's radius,which is thicker around value of Earths radius may be approximated by average of these radii .
Earth,has equatorial bulge,highest point on Earth,"As result of Earths equatorial bulge , highest point on Earth , measured from center outwards , is peak of Mount Chimborazo in Ecuador rather than Mount Everest ."
Earth,is not spherical,sea level closer to equator,Sea level closer to equator is several miles farther from centre of Earth .
Chimborazo summit,is farthest point from Earth's center,farther than Everest's peak,"Although southern summit of Perus tallest mountain , Huascarn , is another contender . Both have elevations above sea level more than less than that of Everest ."
Chimborazo summit,is considered farthest point from Earth's center,farther than Huascarn's peak,"Although southern summit of Perus tallest mountain , Huascarn , is another contender . Both have elevations above sea level more than less than that of Everest ."
Mount Everest,has peak farthest from Earth's center,not the highest above sea level,"But since ocean also bulges , like Earth its atmosphere , Chimborazo is not as high above sea level as Everest is ."
Chimborazo summit,is not as high above sea level as Everest,Chimborazo is not as high above sea level as Everest is,"But since ocean also bulges , like Earth its atmosphere , Chimborazo is not as high above sea level as Everest is ."
Earth,has rotational velocity at surface,velocity at surface is equal to product of radius rotational velocity,"The standard formula for this force is relationship formula1 . However , velocity at surface is equal to product of radius rotational velocity , therefore force is directly proportional to radius ."
Earth,has equatorial bulge,sea level closer to equator,Sea level closer to equator is several miles farther from centre of Earth .
Earth,has rotational velocity,force is directly proportional to radius,"The standard formula for this force is relationship formula1 . However , velocity at surface is equal to product of radius rotational velocity , therefore force is directly proportional to radius ."
formula6,is,formula7,"Pick any Seifert surfaces for respective link components, say, formula8"
formula7,is,formula8,such that formula9 for all formula10
The Lord of Rings,encompassed,5 movements,"which encompassed 5 movements , titled Gandalf , Lothlrien , Gollum , remain many books that do not require 1 . Faced with this terminological ambiguity , some authors have tried to impose their views , while others have tried to adopt more precise terms."
Gardner Wiegandt,argue,lack of existence of infinite direct sums of rings,"In first category , we find for instance Gardner Wiegandt , who argue that if one requires all rings to have 1 , then some consequences include lack of existence of infinite direct sums of rings ."
